IDCode,index,narrative_gmm_bic_best_label,narrative_gmm_aicc_best_label,narrative_best_label
dove442,75,0,5,5
zivi062,76,0,5,5
lury747,77,0,5,5
tuve726,78,0,5,5
vihu826,79,6,6,6
hata313,80,0,5,5
hoki309,81,0,5,5
kyzy131,82,0,5,5
syti148,83,3,7,7
syco853,84,3,7,7
sefy975,85,0,5,5
jese656,86,6,6,6
guge611,87,0,5,5
mesi806,88,0,5,5
sesi698,89,3,7,7
gopa505,90,0,5,5
duwi894,91,2,6,6
hasa034,92,2,2,2
pile112,93,3,7,7
sivi804,94,6,1,1
maho931,95,3,7,7
waho571,96,3,7,7
mowy859,97,6,1,1
rihi168,98,4,8,8
siry766,99,6,1,1
qefe646,100,0,5,5
zojo883,101,3,7,7
dero258,102,2,2,2
mika525,103,0,5,5
xohi599,104,2,2,2
tebe135,105,0,5,5
naso669,106,0,5,5
qecu035,107,2,9,9
zywy107,108,1,3,3
cave700,109,0,5,5
nupy082,110,0,7,7
hoge626,111,2,2,2
nivo041,112,3,7,7
karo919,113,0,5,5
vuhe805,114,2,2,2
kebi083,115,1,3,3
faly535,116,0,0,0
gelo627,117,0,5,5
vili771,118,2,2,2
katu927,119,2,2,2
xiza150,120,0,5,5
bevi590,121,2,2,2
huve181,122,0,5,5
fite050,123,0,5,5
nysu060,124,3,7,7
kaho190,125,0,5,5
lany944,126,2,2,2
maqu534,127,3,7,7
wuga870,128,0,5,5
wyva352,129,3,7,7
hime464,130,2,2,2
jexu775,131,0,5,5
tuga736,132,0,5,5
hyfe498,133,0,0,0
bomo360,134,3,9,9
lomo204,135,3,7,7
mipe544,136,2,2,2
hufy497,137,3,9,9
rapo919,138,0,5,5
gata076,139,0,5,5
muvo194,140,0,0,0
cywo537,141,0,5,5
xamy327,142,3,7,7
cogu074,143,2,2,2
rapo615,144,0,5,5
zady580,145,6,1,1
nujo284,146,4,8,8
syzu625,147,0,5,5
myte214,148,3,7,7
tyzo440,149,0,5,5
vyzo298,150,3,7,7
hiwu589,151,6,1,1
sazy810,152,5,4,4
turi097,153,3,7,7
foji729,154,3,7,7
dexe201,155,3,9,9
dosu709,156,0,7,7
doxe392,157,1,7,7
culu497,158,0,5,5
lije367,159,3,7,7
vice024,160,0,5,5
kapy740,161,3,7,7
vudi262,162,3,5,5
tuza510,163,0,5,5
tubo945,164,3,7,7
bofi323,165,0,5,5
zeji633,166,1,3,3
bowo488,167,0,5,5
pipo687,168,0,5,5
core934,169,3,7,7
dedu084,170,3,0,0
lowa532,171,0,5,5
zuha759,172,3,7,7
qafu966,173,3,5,5
lobo127,174,0,5,5
homa046,175,4,8,8
keno764,176,0,5,5
habe142,177,3,7,7
joti731,178,3,7,7
reve265,179,0,5,5
cyca115,180,3,7,7
rawo522,181,2,2,2
pogi169,182,3,1,1
vepi727,183,0,5,5
risy585,184,2,2,2
fefu774,185,2,2,2
wyxo615,186,3,7,7
ciby707,187,6,1,1
xuvy948,188,3,7,7
ravy196,189,0,5,5
loge702,190,1,7,7
viry492,191,3,7,7
gowa049,192,3,7,7
vyva107,193,0,5,5
duxo262,194,3,7,7
peto053,195,3,7,7
difi858,196,2,2,2
xoru423,197,3,7,7
wizy437,198,3,7,7
kuge219,199,3,9,9
hazu473,200,0,5,5
gono087,201,2,2,2
vury347,202,2,2,2
copo281,203,0,5,5
heda014,204,2,2,2
powu461,205,3,7,7
peqa279,206,2,9,9
lufy687,207,0,5,5
koze985,208,3,7,7
hadi890,209,6,1,1
recu163,210,2,2,2
xyzi642,211,3,7,7
nejy388,212,0,5,5
tezy480,213,2,2,2
nawu690,214,0,5,5
mofe780,215,1,0,0
nily317,216,0,5,5
roho333,217,0,0,0
xime971,218,5,4,4
muqo157,219,3,5,5
riby296,220,0,5,5
pala257,221,3,7,7
tuby409,222,0,5,5
hoxo855,223,0,5,5
qixy634,224,2,2,2
niri091,225,6,6,6
lazi600,226,2,2,2
qedo478,227,0,5,5
ruhu758,228,3,7,7
cima563,229,3,7,7
lyzy104,230,2,2,2
xafy802,231,2,2,2
bacy598,232,0,5,5
kexi927,233,0,5,5
cumo221,234,3,7,7
kami789,235,2,2,2
zoko875,236,3,7,7
sina926,237,3,7,7
fise899,238,0,5,5
cija437,239,2,2,2
manu258,240,0,7,7
zuwa573,241,3,7,7
joxi410,242,3,7,7
muta539,243,3,7,7
reqy562,244,3,7,7
doxe492,245,3,7,7
gylu244,246,3,7,7
maxy370,247,3,9,9
ryko512,248,2,2,2
kula014,249,2,2,2
jeqy595,250,3,0,0
guva627,251,2,9,9
lohy238,252,3,7,7
cobi870,253,3,7,7
giki066,254,3,7,7
hywy001,255,3,7,7
feji918,256,3,7,7
luli756,257,3,7,7
wumu083,258,3,7,7
cyga680,259,1,3,3
buvy316,260,0,5,5
rejy122,261,3,7,7
dusi300,262,2,2,2
howe436,263,3,7,7
ropi792,264,3,7,7
jemy300,265,3,7,7
qexo432,266,2,2,2
kyso927,267,1,3,3
cozi663,268,0,5,5
vani542,269,2,2,2
kaxu871,270,3,9,9
moku835,271,2,2,2
cahe192,272,2,2,2
feso129,273,3,7,7
tufa140,274,3,7,7
zigi489,275,3,7,7
dahi696,276,0,5,5
quhe482,277,0,5,5
taxa827,278,0,5,5
vuga321,279,2,2,2
nycu731,280,3,7,7
raxy329,281,2,2,2
nyfe489,282,0,5,5
texu966,283,0,5,5
kifo712,284,0,5,5
pajo050,285,3,7,7
hefy659,286,0,5,5
tujy672,287,0,5,5
cyfe247,288,3,7,7
xori482,289,0,5,5
raje697,290,0,5,5
biwu043,291,3,7,7
cylu852,292,3,7,7
fode209,293,6,1,1
woju333,294,3,7,7
saca329,295,3,7,7
jizi110,296,3,7,7
vyxi492,297,3,7,7
xehy451,298,2,2,2
feke878,299,6,1,1
rozu771,300,3,7,7
duvi856,301,6,1,1
nexu635,302,6,1,1
cozi454,303,6,1,1
saze236,304,0,5,5
quzy338,305,0,5,5
lula174,306,3,9,9
buzo685,307,5,4,4
huby293,308,3,7,7
dyhi182,309,2,2,2
tatu362,310,2,2,2
bene344,311,2,2,2
keho061,312,0,5,5
vyxy108,313,3,7,7
zusa663,314,6,1,1
nehe056,315,3,7,7
myve834,316,3,7,7
tyhy481,317,0,5,5
sati762,318,5,4,4
biku776,319,0,5,5
wify666,320,3,7,7
sony276,321,3,7,7
tusi463,322,3,7,7
baco446,323,6,1,1
coni238,324,5,9,9
tuvu087,325,3,7,7
vuci475,326,3,7,7
seto741,327,3,7,7
jewe923,328,0,5,5
jaqy340,329,3,7,7
pubu440,330,6,1,1
gyjy255,331,0,5,5
zyte492,332,3,7,7
ruco451,333,3,7,7
loda300,334,3,7,7
moly152,335,3,7,7
cuba307,336,0,5,5
jupo405,337,3,9,9
xuke183,338,3,7,7
mado232,339,3,0,0
zafy372,340,3,7,7
gyly160,341,0,5,5
tapi010,342,0,5,5
gelu604,343,6,1,1
qiqi041,344,3,7,7
ratu271,345,3,7,7
kyqu130,346,2,2,2
lucu601,347,2,2,2
kama922,348,3,7,7
zoma564,349,0,5,5
puju088,350,2,2,2
jufy997,351,1,3,3
wyja070,352,3,7,7
dasy955,353,2,2,2
wyki565,354,0,5,5
garu074,355,0,5,5
qyxy586,356,0,5,5
kegi864,357,3,7,7
gyge774,358,2,2,2
vyda893,359,0,5,5
vuvy608,360,3,7,7
vizo712,361,3,9,9
givi158,362,0,5,5
caro445,363,3,7,7
nene689,364,3,9,9
ryfy568,365,2,2,2
johy783,366,0,5,5
sulo956,367,3,5,5
gony054,368,2,2,2
puca767,369,0,5,5
baky109,370,3,7,7
mabo887,371,3,7,7
cona428,372,2,2,2
lilo882,373,2,2,2
gycy436,374,3,7,7
jyri631,375,2,2,2
safu128,376,2,2,2
fore104,377,3,9,9
zabe850,378,3,7,7
woci389,379,2,2,2
kygi723,380,0,5,5
qejy219,381,3,7,7
jago498,382,3,7,7
buby593,383,2,2,2
dapu822,384,3,7,7
sugu976,385,0,5,5
wuxa997,386,4,8,8
tiqy778,387,3,7,7
xyfe491,388,0,5,5
ryhy064,389,3,7,7
kufi222,390,0,5,5
xaja332,391,0,5,5
fofa613,392,0,5,5
viba035,393,3,0,0
qewy924,394,3,7,7
pytu496,395,3,7,7
tosa657,396,3,7,7
keri121,397,3,7,7
bofi991,398,0,7,7
bihi184,399,1,3,3
piro376,400,0,5,5
zejy480,401,6,0,0
zapy404,402,0,5,5
lusi512,403,0,7,7
sedo490,404,3,7,7
davu999,405,2,2,2
buby236,406,4,8,8
weru214,407,2,2,2
tyly265,408,4,8,8
nise834,409,3,9,9
voxy002,410,0,5,5
fypi681,411,0,5,5
xopa120,412,3,7,7
wari483,413,0,5,5
kegy317,414,2,2,2
geka905,415,2,2,2
lore323,416,6,3,3
vane668,417,3,7,7
zuxy510,418,3,7,7
masu336,419,2,2,2
xise560,420,0,5,5
zomi496,421,0,5,5
lilu285,422,2,2,2
heqi003,423,0,5,5
jise415,424,3,7,7
vabe169,425,2,2,2
kofa904,426,0,5,5
peqo117,427,1,3,3
gaho243,428,3,7,7
mude815,429,3,7,7
raxe285,430,0,5,5
qami382,431,3,9,9
bebo956,432,0,5,5
cofi309,433,2,2,2
buqe642,434,3,7,7
vuzo690,435,6,1,1
posy958,436,3,7,7
gaga585,437,3,7,7
vopa930,438,2,2,2
xutu412,439,6,1,1
doxi119,440,0,5,5
feqy379,441,1,7,7
xypo299,442,3,7,7
gahu141,443,3,9,9
kyse146,444,3,7,7
sedi312,445,2,6,6
nasi298,446,3,7,7
naky151,447,6,1,1
koqa816,448,3,7,7
sila763,449,3,7,7
pody147,450,2,2,2
voza333,451,3,7,7
tiro932,452,3,7,7
wujy562,453,2,2,2
hamu369,454,3,9,9
nape687,455,1,3,3
gevi782,456,3,7,7
qoha890,457,3,7,7
fili803,458,2,2,2
puce552,459,0,5,5
buny935,460,3,7,7
pimi228,461,2,2,2
kyjo289,462,0,5,5
bepo134,463,0,5,5
kise589,464,2,2,2
remi231,465,0,5,5
qyjo579,466,2,2,2
cyhu257,467,3,7,7
diha837,468,3,7,7
ware232,469,3,7,7
hyge979,470,3,9,9
biqe951,471,0,5,5
jide437,472,3,7,7
zipu412,473,2,2,2
vate767,474,3,7,7
mefy253,475,3,7,7
qafe413,476,0,5,5
lota555,477,3,7,7
mecu237,478,2,2,2
cidy099,479,3,7,7
xoba600,480,3,9,9
joce161,481,0,5,5
kywu572,482,2,2,2
jefi901,483,3,9,9
mari840,484,0,5,5
nypy058,485,3,7,7
rino885,486,2,2,2
maju644,487,1,3,3
qosy291,488,3,7,7
posy537,489,3,9,9
xoki390,490,0,5,5
fagi164,491,0,5,5
zozy719,492,0,5,5
bopa107,493,6,1,1
jyly989,494,2,2,2
togu404,495,3,7,7
gosa272,496,0,5,5
fovo989,497,3,9,9
sira606,498,3,7,7
loby351,499,0,5,5
fike806,500,0,5,5
fafe171,501,0,5,5
zyvo780,502,2,2,2
xune455,503,6,1,1
vamu972,504,2,2,2
suzo040,505,0,5,5
wype120,506,3,7,7
jicu869,507,3,7,7
wero373,508,2,2,2
juqo313,509,1,3,3
vexo008,510,6,1,1
punu787,511,0,5,5
tomo782,512,3,7,7
cupe992,513,1,3,3
kyjo535,514,3,7,7
raja244,515,0,5,5
pino324,516,0,5,5
qutu379,517,3,7,7
nolu547,518,0,5,5
cape571,519,0,5,5
coma628,520,2,2,2
mida684,521,3,7,7
gaqe214,522,2,2,2
pufe463,523,3,7,7
fifa517,524,3,7,7
wuzy577,525,0,5,5
sire515,526,3,7,7
xyhi085,527,3,7,7
nexy906,528,3,9,9
pyzi618,529,3,7,7
muku118,530,3,7,7
kewi488,531,0,0,0
xafu780,532,4,8,8
wowy820,533,0,5,5
ryzo168,534,3,7,7
xavy753,535,3,7,7
deje129,536,3,7,7
